Cement,Ash,GGBS,Micro,Water_binder,Strength_7d,Strength_28d,Type_of_cement,Free_Water
424.15903881543824,100.32011104387301,0.0,29.957187685869613,0.26135797993908,62.29636046106854,78.9013177010289,OPC,110.85734955770477
415.9353055502487,100.4670692071967,0.0,30.140657001879845,0.2590391909609016,62.5233785955628,78.95926008904922,OPC,107.74354504181183
422.4851452264693,100.46071308223084,0.0,29.901042319357735,0.25909504897699875,62.35591808548668,78.59015318409867,OPC,109.46380939450648
418.6576825828135,99.05352382488132,0.0,30.247772365615862,0.26062092010326154,62.70402397616226,78.9081941321584,OPC,109.11095044303207
416.2064412334132,99.22002422824295,0.0,29.952539848452123,0.25769849028669317,62.53924555189538,79.13819717832821,OPC,107.25577155344787
420.3089881057251,99.70522166274984,0.0,29.967098979693308,0.2581970375036129,62.18977916289178,78.7330173369863,OPC,108.52253556503949
423.99314600653275,99.38750470906605,0.0,30.169073464279688,0.25758524379583764,62.30563672071397,79.17560320255303,OPC,109.21437788185692
420.8238664609813,99.24886540156626,0.0,30.115370007194066,0.2580768154463176,62.524201974426276,78.76309226567977,OPC,108.60488332005649
417.3953626436947,100.9858957186866,0.0,29.81197008282212,0.25871834665507304,62.21920673447563,78.85435230455575,OPC,107.98783812467133
420.62586278565766,99.69399883972514,0.0,30.028632556976795,0.2578281764920528,62.31742901563939,79.11053721322894,OPC,108.44919918742254
424.0252993160921,99.29329700297372,0.0,29.818949035673885,0.2594902638239748,62.24105492186534,78.65807346094607,OPC,110.03043678757261
420.37707724770263,99.6727508852872,0.0,30.056116023130535,0.2589700961164123,62.171660516386744,78.81190681450559,OPC,108.86509209997404
423.4994218148118,100.300268976495,0.0,29.8533989524583,0.257669473952136,62.504219930917024,79.11116227187354,OPC,109.12287323805631
420.3937042829207,100.57798961820916,0.0,29.732903485955344,0.2625459341893965,62.17982540924946,78.84843621887427,OPC,110.3726578183003
416.929259205162,99.67613388186508,0.0,29.940476641952333,0.25805930507062225,62.42456164375643,79.06690627318747,OPC,107.59247489409344
422.13647488406707,99.1628199169297,0.0,30.03393725004599,0.2588723477180137,62.21539827545383,79.17548983104594,OPC,109.27946031064477
422.64236756762773,100.92846791781938,0.0,30.059502607245356,0.25909250274131235,62.107427743680134,79.19248278556876,OPC,109.50346877761032
421.77048413416486,100.69401923985441,0.0,29.983850451106875,0.26022637069282695,62.6017478255091,79.24403461501367,OPC,109.75580235159028
416.5027518818674,99.95822140142384,0.0,29.81940768689657,0.2608791750328809,62.595543939976885,78.66965018221605,OPC,108.65689430986625
416.31569896341205,99.761176513644,0.0,30.112562987695444,0.25747157810542026,62.11536757413489,78.63984888968409,OPC,107.18946000217078
416.5799710058525,100.22000790458104,0.0,29.879661464963167,0.25870821465418387,62.48883991058097,78.72929651573344,OPC,107.77266055961577
421.86405294406677,100.17074793840679,0.0,30.184792793191942,0.2576514659004911,62.397424612594186,79.05675349046659,OPC,108.69389165176119
421.83849027456483,99.6540350787661,0.0,30.29021243797031,0.2575703548644191,62.53941493497078,79.17309689927008,OPC,108.65308963549046
424.0908603479852,99.82736045871441,0.0,30.15378495366152,0.259637927886958,62.38452920821606,79.2341927015361,OPC,110.11007221654816
424.1063811026916,100.5740306828194,0.0,29.86867011118882,0.2587575076567063,62.49363083989171,79.15743690436327,OPC,109.74071015543772
416.46635947560065,100.50318665969118,0.0,29.924177978425366,0.2601659979769531,62.25915760433697,78.71471216431797,OPC,108.35038603679814
423.9661407019445,99.91236960638291,0.0,30.283798684421946,0.25753670294870484,62.44159222081628,78.769499584155,OPC,109.18684203826548
423.1825819481957,99.13225133658311,0.0,30.193232164606304,0.258269146267292,62.51747808312659,78.53795368497626,OPC,109.29500415494886
420.51877891953256,99.14256559559456,0.0,30.041355676424036,0.2609500539240058,62.22787701689714,78.79156512680345,OPC,109.73439803510908
417.650498421418,100.73474286366539,0.0,29.83483141385611,0.258966155354453,62.19895895918531,78.63431959007463,OPC,108.15734385806566
419.7350251353521,99.70674512287111,0.0,30.046193526482927,0.25870166740311795,62.52420312605569,78.76343485936462,OPC,108.58615087000521
422.48636827685914,100.05636078761937,0.0,30.288540210871638,0.2595856565632145,62.216277838642284,79.1108953047599,OPC,109.67140129815651
416.78048441161326,100.90491660943553,0.0,30.084820486510683,0.2576143978713348,62.373004676959425,78.86165793755914,OPC,107.36865353622098
417.7991747042475,100.9038417951305,0.0,30.02763745975104,0.25746705498205613,62.69183019375343,79.04433575531847,OPC,107.56952308503617
420.84256567040984,99.52986357014566,0.0,29.75280796557281,0.2600552161683286,62.32627807912839,79.27119478486836,OPC,109.44230438825245
